target,label,layer,depth_heads,depth_decoder,r2,sigma_nmad,n_train,n_test
sps:logsfr_ratios_4,logsfr_ratios_4,m_ab_recon,,1.0,0.6878832443718415,,50000,17278
sps:logsfr_ratios_5,logsfr_ratios_5,x,0.0,0.0,0.319816336920683,,50000,17278
sps:logsfr_ratios_5,logsfr_ratios_5,h0,0.14285714285714285,0.125,0.5401378722649175,,50000,17278
sps:logsfr_ratios_5,logsfr_ratios_5,h1_mid,0.2857142857142857,0.25,0.770604549005406,,50000,17278
sps:logsfr_ratios_5,logsfr_ratios_5,h1,0.42857142857142855,0.375,0.7975206773929677,,50000,17278
sps:logsfr_ratios_5,logsfr_ratios_5,h2_mid,0.5714285714285714,0.5,0.8915866302094436,,50000,17278
sps:logsfr_ratios_5,logsfr_ratios_5,h2,0.7142857142857143,0.625,0.9489573350738274,,50000,17278
sps:logsfr_ratios_5,logsfr_ratios_5,z_head_hidden,0.8571428571428571,0.75,0.9234405767517665,,50000,17278
sps:logsfr_ratios_5,logsfr_ratios_5,z_out,1.0,,0.9266750500876764,,50000,17278
sps:logsfr_ratios_5,logsfr_ratios_5,mu_15,1.0,0.75,0.9996699318130442,,50000,17278
sps:logsfr_ratios_5,logsfr_ratios_5,log_spec,,0.875,0.9837251427549041,,50000,17278
sps:logsfr_ratios_5,logsfr_ratios_5,m_ab_recon,,1.0,0.7574086019457061,,50000,17278
