target,label,layer,depth_heads,depth_decoder,r2,sigma_nmad,n_train,n_test
sps:dust_index,dust_index,h2_mid,0.5714285714285714,0.5,0.8949572690437237,,6101,2905
sps:dust_index,dust_index,h2,0.7142857142857143,0.625,0.9928076000572225,,6101,2905
sps:dust_index,dust_index,z_head_hidden,0.8571428571428571,0.75,0.5538102928916072,,6101,2905
sps:dust_index,dust_index,z_out,1.0,,0.24639907760700785,,6101,2905
sps:dust_index,dust_index,mu_15,1.0,0.75,0.9396036277869156,,6101,2905
sps:dust_index,dust_index,log_spec,,0.875,0.9998485322182772,,6101,2905
sps:dust_index,dust_index,m_ab_recon,,1.0,0.7491544538687622,,6101,2905
sps:gas_logz,gas_logz,x,0.0,0.0,0.31593816993033497,,6101,2905
sps:gas_logz,gas_logz,h0,0.14285714285714285,0.125,0.8646306718329307,,6101,2905
sps:gas_logz,gas_logz,h1_mid,0.2857142857142857,0.25,0.679267180494631,,6101,2905
sps:gas_logz,gas_logz,h1,0.42857142857142855,0.375,0.7904436334735341,,6101,2905
sps:gas_logz,gas_logz,h2_mid,0.5714285714285714,0.5,0.7671636168360814,,6101,2905
sps:gas_logz,gas_logz,h2,0.7142857142857143,0.625,0.9233068163703021,,6101,2905
sps:gas_logz,gas_logz,z_head_hidden,0.8571428571428571,0.75,0.219244605935504,,6101,2905
sps:gas_logz,gas_logz,z_out,1.0,,0.08504559000229439,,6101,2905
sps:gas_logz,gas_logz,mu_15,1.0,0.75,0.8405635764030527,,6101,2905
sps:gas_logz,gas_logz,log_spec,,0.875,-0.7145587423827069,,6101,2905
sps:gas_logz,gas_logz,m_ab_recon,,1.0,0.09248097636879571,,6101,2905
sps:fagn,fagn,x,0.0,0.0,0.09665835613634677,,6101,2905
sps:fagn,fagn,h0,0.14285714285714285,0.125,0.3216149379826032,,6101,2905
sps:fagn,fagn,h1_mid,0.2857142857142857,0.25,0.4413093780080213,,6101,2905
sps:fagn,fagn,h1,0.42857142857142855,0.375,0.5243066130548473,,6101,2905
sps:fagn,fagn,h2_mid,0.5714285714285714,0.5,0.5868845304965999,,6101,2905
sps:fagn,fagn,h2,0.7142857142857143,0.625,0.7865328079698463,,6101,2905
sps:fagn,fagn,z_head_hidden,0.8571428571428571,0.75,0.6418834261960442,,6101,2905
sps:fagn,fagn,z_out,1.0,,0.1964492503534211,,6101,2905
sps:fagn,fagn,mu_15,1.0,0.75,0.8657841845991592,,6101,2905
sps:fagn,fagn,log_spec,,0.875,0.5596621564296714,,6101,2905
sps:fagn,fagn,m_ab_recon,,1.0,0.3224086471270381,,6101,2905
sps:agn_tau,agn_tau,x,0.0,0.0,0.08851162352553765,,6101,2905
sps:agn_tau,agn_tau,h0,0.14285714285714285,0.125,0.3059703707805985,,6101,2905
sps:agn_tau,agn_tau,h1_mid,0.2857142857142857,0.25,0.22190401618881916,,6101,2905
sps:agn_tau,agn_tau,h1,0.42857142857142855,0.375,0.2520344303196991,,6101,2905
sps:agn_tau,agn_tau,h2_mid,0.5714285714285714,0.5,0.26965509670681254,,6101,2905
sps:agn_tau,agn_tau,h2,0.7142857142857143,0.625,0.20627963093811774,,6101,2905
sps:agn_tau,agn_tau,z_head_hidden,0.8571428571428571,0.75,0.13165017616266517,,6101,2905
sps:agn_tau,agn_tau,z_out,1.0,,0.00180173646274151,,6101,2905
sps:agn_tau,agn_tau,mu_15,1.0,0.75,0.24375326849610557,,6101,2905
sps:agn_tau,agn_tau,log_spec,,0.875,0.10957663133126772,,6101,2905
sps:agn_tau,agn_tau,m_ab_recon,,1.0,-0.004940799670844598,,6101,2905
sps:igm_scale,igm_scale,x,0.0,0.0,0.21188456446772375,,6101,2905
sps:igm_scale,igm_scale,h0,0.14285714285714285,0.125,0.41292409131447694,,6101,2905
sps:igm_scale,igm_scale,h1_mid,0.2857142857142857,0.25,0.5176046660621669,,6101,2905
sps:igm_scale,igm_scale,h1,0.42857142857142855,0.375,0.5915789754537905,,6101,2905
sps:igm_scale,igm_scale,h2_mid,0.5714285714285714,0.5,0.6616789251387484,,6101,2905
sps:igm_scale,igm_scale,h2,0.7142857142857143,0.625,0.8541612557658615,,6101,2905
sps:igm_scale,igm_scale,z_head_hidden,0.8571428571428571,0.75,0.8086497632974712,,6101,2905
sps:igm_scale,igm_scale,z_out,1.0,,0.7007967418337374,,6101,2905
sps:igm_scale,igm_scale,mu_15,1.0,0.75,0.9838452874967726,,6101,2905
sps:igm_scale,igm_scale,log_spec,,0.875,0.6812144106907405,,6101,2905
sps:igm_scale,igm_scale,m_ab_recon,,1.0,0.3171968104532509,,6101,2905
sps:logsfr_ratios_0,logsfr_ratios_0,x,0.0,0.0,0.22068919263360798,,6101,2905
sps:logsfr_ratios_0,logsfr_ratios_0,h0,0.14285714285714285,0.125,0.5982465047291172,,6101,2905
sps:logsfr_ratios_0,logsfr_ratios_0,h1_mid,0.2857142857142857,0.25,0.6544711315272091,,6101,2905
sps:logsfr_ratios_0,logsfr_ratios_0,h1,0.42857142857142855,0.375,0.6782108566319263,,6101,2905
sps:logsfr_ratios_0,logsfr_ratios_0,h2_mid,0.5714285714285714,0.5,0.7775790009247538,,6101,2905
sps:logsfr_ratios_0,logsfr_ratios_0,h2,0.7142857142857143,0.625,0.8810963793519333,,6101,2905
sps:logsfr_ratios_0,logsfr_ratios_0,z_head_hidden,0.8571428571428571,0.75,0.7946224865482825,,6101,2905
sps:logsfr_ratios_0,logsfr_ratios_0,z_out,1.0,,0.7879518495090959,,6101,2905
sps:logsfr_ratios_0,logsfr_ratios_0,mu_15,1.0,0.75,0.9667556409418818,,6101,2905
sps:logsfr_ratios_0,logsfr_ratios_0,log_spec,,0.875,0.9863361586521959,,6101,2905
sps:logsfr_ratios_0,logsfr_ratios_0,m_ab_recon,,1.0,0.29821652117297326,,6101,2905
sps:logsfr_ratios_1,logsfr_ratios_1,x,0.0,0.0,0.1388482760579307,,6101,2905
sps:logsfr_ratios_1,logsfr_ratios_1,h0,0.14285714285714285,0.125,0.3924963198866275,,6101,2905
sps:logsfr_ratios_1,logsfr_ratios_1,h1_mid,0.2857142857142857,0.25,0.37193140409278924,,6101,2905
sps:logsfr_ratios_1,logsfr_ratios_1,h1,0.42857142857142855,0.375,0.4666311977879237,,6101,2905
sps:logsfr_ratios_1,logsfr_ratios_1,h2_mid,0.5714285714285714,0.5,0.5216080727781441,,6101,2905
sps:logsfr_ratios_1,logsfr_ratios_1,h2,0.7142857142857143,0.625,0.6200399636965297,,6101,2905
sps:logsfr_ratios_1,logsfr_ratios_1,z_head_hidden,0.8571428571428571,0.75,0.5545018674213004,,6101,2905
sps:logsfr_ratios_1,logsfr_ratios_1,z_out,1.0,,0.3285506012784555,,6101,2905
sps:logsfr_ratios_1,logsfr_ratios_1,mu_15,1.0,0.75,0.8876140677085552,,6101,2905
sps:logsfr_ratios_1,logsfr_ratios_1,log_spec,,0.875,0.7104331719020509,,6101,2905
sps:logsfr_ratios_1,logsfr_ratios_1,m_ab_recon,,1.0,0.18522129788308617,,6101,2905
sps:logsfr_ratios_2,logsfr_ratios_2,x,0.0,0.0,0.4057992114174829,,6101,2905
sps:logsfr_ratios_2,logsfr_ratios_2,h0,0.14285714285714285,0.125,0.6488309970232014,,6101,2905
sps:logsfr_ratios_2,logsfr_ratios_2,h1_mid,0.2857142857142857,0.25,0.669131490418388,,6101,2905
sps:logsfr_ratios_2,logsfr_ratios_2,h1,0.42857142857142855,0.375,0.7146677437325312,,6101,2905
sps:logsfr_ratios_2,logsfr_ratios_2,h2_mid,0.5714285714285714,0.5,0.7899000872596396,,6101,2905
sps:logsfr_ratios_2,logsfr_ratios_2,h2,0.7142857142857143,0.625,0.891228525799986,,6101,2905
